True Label;Predicted Label;Distance;Image_1;Image_2
0;1;0.6023753764952433;Abel_Pacheco_0001.png;Abel_Pacheco_0004.png
0;0;0.8556330656469449;Akhmed_Zakayev_0001.png;Akhmed_Zakayev_0003.png
0;0;0.7767515586385594;Akhmed_Zakayev_0002.png;Akhmed_Zakayev_0003.png
0;0;0.8260388065250974;Amber_Tamblyn_0001.png;Amber_Tamblyn_0002.png
0;0;0.8237476962203505;Anders_Fogh_Rasmussen_0001.png;Anders_Fogh_Rasmussen_0003.png
0;1;0.6441801156775468;Anders_Fogh_Rasmussen_0001.png;Anders_Fogh_Rasmussen_0004.png
0;0;0.8338151775139031;Angela_Bassett_0001.png;Angela_Bassett_0005.png
0;0;0.9385314868430605;Angela_Bassett_0002.png;Angela_Bassett_0005.png
0;1;0.7089230133229607;Angela_Bassett_0003.png;Angela_Bassett_0004.png
0;0;0.9137855994243267;Ann_Veneman_0003.png;Ann_Veneman_0005.png
0;1;0.7103617843528143;Ann_Veneman_0006.png;Ann_Veneman_0010.png
0;1;0.7127572004047051;Ann_Veneman_0010.png;Ann_Veneman_0011.png
0;1;0.7026792079697572;Anthony_Fauci_0001.png;Anthony_Fauci_0002.png
0;0;0.7735707673391313;Antony_Leung_0001.png;Antony_Leung_0002.png
0;0;0.8201907147303066;Antony_Leung_0002.png;Antony_Leung_0003.png
0;0;0.8250051360088064;Anwar_Ibrahim_0001.png;Anwar_Ibrahim_0002.png
0;0;0.8705586428546346;Augusto_Pinochet_0001.png;Augusto_Pinochet_0002.png
0;0;0.9191200973646465;Barbara_Brezigar_0001.png;Barbara_Brezigar_0002.png
0;1;0.6619107811414217;Benjamin_Netanyahu_0001.png;Benjamin_Netanyahu_0004.png
0;1;0.544721559841017;Benjamin_Netanyahu_0004.png;Benjamin_Netanyahu_0005.png
0;0;0.8633216564264151;Bernard_Law_0002.png;Bernard_Law_0003.png
0;0;0.7631219995439833;Bernard_Law_0003.png;Bernard_Law_0004.png
0;0;0.7646681116238436;Bertrand_Bonello_0001.png;Bertrand_Bonello_0002.png
0;0;0.8592465749686995;Bill_Frist_0002.png;Bill_Frist_0009.png
0;0;0.9245416354250234;Bill_Frist_0004.png;Bill_Frist_0005.png
0;1;0.6766068182542196;Bob_Graham_0002.png;Bob_Graham_0004.png
0;0;0.8843922979620794;Bob_Graham_0003.png;Bob_Graham_0006.png
0;0;0.7157935150351502;Bob_Graham_0004.png;Bob_Graham_0006.png
0;0;0.8537118126169643;Bob_Graham_0005.png;Bob_Graham_0006.png
0;0;0.8458612265995188;Boris_Becker_0002.png;Boris_Becker_0006.png
0;1;0.5325769008852345;Brad_Johnson_0001.png;Brad_Johnson_0003.png
0;1;0.6796943583045842;Brad_Johnson_0002.png;Brad_Johnson_0003.png
0;0;0.8039662527345772;Brad_Johnson_0002.png;Brad_Johnson_0004.png
0;1;0.6991584814861305;Brian_Griese_0001.png;Brian_Griese_0002.png
0;1;0.644764130432079;Candice_Bergen_0001.png;Candice_Bergen_0002.png
0;1;0.7028204807079406;Candice_Bergen_0002.png;Candice_Bergen_0003.png
0;0;0.8429791690583924;Carla_Myers_0001.png;Carla_Myers_0002.png
0;0;0.7868522408992287;Cathy_Freeman_0001.png;Cathy_Freeman_0002.png
0;0;0.8158118219397471;Chang_Dae-whan_0001.png;Chang_Dae-whan_0002.png
0;1;0.6994174190513417;Charles_Grassley_0001.png;Charles_Grassley_0002.png
0;0;0.8034701306080049;Clare_Short_0001.png;Clare_Short_0003.png
0;0;0.789223018535906;Clare_Short_0001.png;Clare_Short_0004.png
0;0;0.93213021110152;Corinne_Coman_0001.png;Corinne_Coman_0002.png
0;0;0.9197625885403817;Dai_Bachtiar_0001.png;Dai_Bachtiar_0002.png
0;1;0.6526932783316469;Dale_Earnhardt_Jr_0001.png;Dale_Earnhardt_Jr_0003.png
0;0;0.7513167324157142;David_Caruso_0001.png;David_Caruso_0002.png
0;0;0.7817693826817432;Demi_Moore_0001.png;Demi_Moore_0003.png
0;0;0.8151500509699018;Dick_Vermeil_0001.png;Dick_Vermeil_0002.png
0;0;0.9460269143208995;Doris_Roberts_0001.png;Doris_Roberts_0002.png
0;0;0.8505908092893589;Doris_Roberts_0001.png;Doris_Roberts_0003.png
0;0;0.7210154725640778;Drew_Barrymore_0001.png;Drew_Barrymore_0002.png
0;0;0.904794957398892;Edmund_Stoiber_0004.png;Edmund_Stoiber_0007.png
0;0;0.8206693557607615;Edmund_Stoiber_0005.png;Edmund_Stoiber_0007.png
0;1;0.6853498395226476;Edmund_Stoiber_0007.png;Edmund_Stoiber_0012.png
0;0;0.7953812171065153;Edmund_Stoiber_0009.png;Edmund_Stoiber_0011.png
0;0;0.9073062395798182;Elinor_Caplan_0001.png;Elinor_Caplan_0002.png
0;0;0.8736898013313241;Emmanuelle_Beart_0001.png;Emmanuelle_Beart_0002.png
0;0;0.876647910071958;Emmanuelle_Beart_0001.png;Emmanuelle_Beart_0003.png
0;0;0.7747315833197873;Federico_Trillo_0001.png;Federico_Trillo_0002.png
0;0;0.8292079999697595;Federico_Trillo_0001.png;Federico_Trillo_0003.png
0;0;0.7890617540189904;Federico_Trillo_0002.png;Federico_Trillo_0003.png
0;1;0.5613057426988659;Francis_Ford_Coppola_0001.png;Francis_Ford_Coppola_0002.png
0;1;0.6787820811663687;Fred_Thompson_0001.png;Fred_Thompson_0002.png
0;0;0.7945502186338489;Fred_Thompson_0001.png;Fred_Thompson_0003.png
0;0;0.7185959989265334;Fred_Thompson_0002.png;Fred_Thompson_0003.png
0;0;0.801203714927784;Garry_Trudeau_0001.png;Garry_Trudeau_0002.png
0;1;0.6921409736859057;Gary_Williams_0001.png;Gary_Williams_0002.png
0;0;0.8131061117476633;Gene_Robinson_0001.png;Gene_Robinson_0002.png
0;0;0.759777226944213;Gene_Robinson_0001.png;Gene_Robinson_0003.png
0;1;0.667331232488428;Gene_Robinson_0002.png;Gene_Robinson_0003.png
0;0;0.7357505189395943;George_Galloway_0001.png;George_Galloway_0003.png
0;0;0.9315259797310063;George_Galloway_0002.png;George_Galloway_0003.png
0;0;0.7182292144275046;George_Galloway_0002.png;George_Galloway_0004.png
0;0;0.7859279349681865;Geraldine_Chaplin_0001.png;Geraldine_Chaplin_0002.png
0;0;0.8120495640412766;Geraldine_Chaplin_0001.png;Geraldine_Chaplin_0004.png
0;0;0.9441965798535229;Geraldine_Chaplin_0003.png;Geraldine_Chaplin_0004.png
0;0;0.8348831731835564;Gerardo_Gambala_0001.png;Gerardo_Gambala_0002.png
0;1;0.6081380676082517;Gian_Marco_0001.png;Gian_Marco_0002.png
0;1;0.6288837631096569;Gian_Marco_0002.png;Gian_Marco_0003.png
0;0;0.8459092293522013;Gillian_Anderson_0001.png;Gillian_Anderson_0002.png
0;0;0.7930503106086781;Gordon_Brown_0006.png;Gordon_Brown_0009.png
0;1;0.6389340630900909;Gordon_Brown_0010.png;Gordon_Brown_0013.png
0;0;0.8729744066775689;Grant_Hackett_0001.png;Grant_Hackett_0002.png
0;0;0.7842044450352252;Grant_Hackett_0001.png;Grant_Hackett_0003.png
0;0;0.8645454643096935;Grant_Hackett_0001.png;Grant_Hackett_0005.png
0;0;0.7457102282450792;Gray_Davis_0007.png;Gray_Davis_0022.png
0;0;0.7965248892469277;Gray_Davis_0021.png;Gray_Davis_0026.png
0;0;0.7287116141278303;Gregg_Popovich_0001.png;Gregg_Popovich_0005.png
0;1;0.6767012498988408;Gregg_Popovich_0003.png;Gregg_Popovich_0004.png
0;1;0.5432169489700527;Guy_Ritchie_0001.png;Guy_Ritchie_0002.png
0;0;0.7318558506378425;Hamzah_Haz_0001.png;Hamzah_Haz_0002.png
0;1;0.6542806293102794;Harbhajan_Singh_0001.png;Harbhajan_Singh_0002.png
0;1;0.6936463714872418;Hootie_Johnson_0001.png;Hootie_Johnson_0002.png
0;0;0.7277249158601633;Hugo_Chavez_0002.png;Hugo_Chavez_0027.png
0;0;0.7206198339514149;Hugo_Chavez_0027.png;Hugo_Chavez_0053.png
0;1;0.6771055822184688;Hugo_Chavez_0036.png;Hugo_Chavez_0051.png
0;1;0.6808748662809737;Hugo_Chavez_0041.png;Hugo_Chavez_0050.png
0;0;0.7363487733865695;Hugo_Chavez_0045.png;Hugo_Chavez_0056.png
0;0;0.7138152095532111;Isaiah_Washington_0001.png;Isaiah_Washington_0002.png
0;0;0.84515793568434;Jack_Grubman_0001.png;Jack_Grubman_0002.png
0;0;0.827295440646744;Jacques_Rogge_0001.png;Jacques_Rogge_0009.png
0;0;0.9216469869979477;Jacques_Rogge_0003.png;Jacques_Rogge_0007.png
0;0;0.7689757497428764;Jacques_Rogge_0003.png;Jacques_Rogge_0010.png
0;0;0.8694025297197722;Jacques_Rogge_0004.png;Jacques_Rogge_0006.png
0;1;0.6489804284186658;Jacques_Rogge_0004.png;Jacques_Rogge_0009.png
0;0;0.9637441551273593;Jacques_Rogge_0005.png;Jacques_Rogge_0008.png
0;0;0.8818709730506935;Jacques_Rogge_0006.png;Jacques_Rogge_0008.png
0;0;0.7935886834016435;James_Caan_0001.png;James_Caan_0002.png
0;0;0.8072015858033489;James_Caan_0001.png;James_Caan_0003.png
